condition,team_id,mapA_first,Map_order,Anxiety_average,team_score_SaturnA,walk_mean,team_effort_SaturnA,team_effort_SaturnB,team_effort_average,process_skill_use_agg_SatA,process_effort_agg_SatA,score_team_agg_SatB,process_skill_use_agg_SatB,process_effort_agg_SatB,skill_use_average,effort_average,skilluse1_SaturnA,skilluse2_SaturnA,skilluse3_SaturnA,skilluse4_SaturnA,skilluse5_SaturnA,skilluse6_SaturnA,skilluse7_SaturnA,skilluse8_SaturnA,skilluse9_SaturnA,skilluse10_SaturnA,skilluse11_SaturnA,skilluse12_SaturnA,skilluse13_SaturnA,skilluse14_SaturnA,skilluse15_SaturnA,skilluse1_SaturnB,skilluse2_SaturnB,skilluse3_SaturnB,skilluse4_SaturnB,skilluse5_SaturnB,skilluse6_SaturnB,skilluse7_SaturnB,skilluse8_SaturnB,skilluse9_SaturnB,skilluse10_SaturnB,skilluse11_SaturnB,skilluse12_SaturnB,skilluse13_SaturnB,skilluse14_SaturnB,skilluse15_SaturnB,effort1_SaturnA,effort2_SaturnA,effort3_SaturnA,effort4_SaturnA,effort5_SaturnA,effort6_SaturnA,effort7_SaturnA,effort8_SaturnA,effort9_SaturnA,effort10_SaturnA,effort11_SaturnA,effort12_SaturnA,effort13_SaturnA,effort14_SaturnA,effort15_SaturnA,effort1_SaturnB,effort2_SaturnB,effort3_SaturnB,effort4_SaturnB,effort5_SaturnB,effort6_SaturnB,effort7_SaturnB,effort8_SaturnB,effort9_SaturnB,effort10_SaturnB,effort11_SaturnB,effort12_SaturnB,effort13_SaturnB,effort14_SaturnB,effort15_SaturnB,workload_burnt1_SaturnA,workload_burnt2_SaturnA,workload_burnt3_SaturnA,workload_burnt4_SaturnA,workload_burnt5_SaturnA,workload_burnt6_SaturnA,workload_burnt7_SaturnA,workload_burnt8_SaturnA,workload_burnt9_SaturnA,workload_burnt10_SaturnA,workload_burnt11_SaturnA,workload_burnt12_SaturnA,workload_burnt13_SaturnA,workload_burnt14_SaturnA,workload_burnt15_SaturnA,workload_burnt1_SaturnB,workload_burnt2_SaturnB,workload_burnt3_SaturnB,workload_burnt4_SaturnB,workload_burnt5_SaturnB,workload_burnt6_SaturnB,workload_burnt7_SaturnB,workload_burnt8_SaturnB,workload_burnt9_SaturnB,workload_burnt10_SaturnB,workload_burnt11_SaturnB,workload_burnt12_SaturnB,workload_burnt13_SaturnB,workload_burnt14_SaturnB,workload_burnt15_SaturnB
2,TM000157,1,1,1.9167,480,0.51,8420.287589,9567.838887,8994.063238,0.384218289,0.862831858,270,0.397714707,0.845189827,0.390966498,0.862831858,0.012168142,0.046828909,0.081489676,0.109144543,0.142699115,0.178834808,0.206858407,0.224188791,0.25,0.277286136,0.31120944,0.321533923,0.341076696,0.368731563,0.384218289,0,0.043862882,0.075562108,0.106892739,0.131957243,0.165130851,0.194249908,0.245484703,0.275340951,0.296719499,0.323258386,0.349060081,0.363803907,0.377441946,0.397714707,0.044985251,0.096976401,0.158185841,0.21460177,0.276179941,0.330752212,0.385693215,0.447640118,0.507743363,0.568952802,0.622787611,0.674410029,0.734144543,0.796828909,0.862831858,0.033542204,0.097309252,0.157390343,0.217471434,0.267231847,0.31183192,0.369701438,0.431256911,0.484334685,0.545890158,0.60081091,0.661629193,0.723184666,0.788794692,0.845189827,0.0268,0.0837,0.1476,0.209,0.2741,0.3375,0.3906,0.4175,0.4737,0.5113,0.5793,0.5853,0.6283,0.6771,0.702,0,0.0785,0.1144,0.1527,0.179,0.1907,0.2523,0.366,0.4465,0.4866,0.5326,0.5663,0.5863,0.6185,0.6701
2,TM000133,1,1,2.5,370,0.61,8148.143361,8454.912914,8301.528138,0.385324484,0.858038348,410,0.387536873,0.849557522,0.386430679,0.858038348,0.026917404,0.064896755,0.088495575,0.104351032,0.125368732,0.164454277,0.187684366,0.205014749,0.213495575,0.243731563,0.267699115,0.29719764,0.330752212,0.362831858,0.385324484,0.019911504,0.05199115,0.074852507,0.106563422,0.126843658,0.151548673,0.169247788,0.186946903,0.223082596,0.257374631,0.291666667,0.318584071,0.341076696,0.366150442,0.387536873,0.05899705,0.120575221,0.174778761,0.234882006,0.283923304,0.342551622,0.40339233,0.450221239,0.508112094,0.566371681,0.625368732,0.679941003,0.732669617,0.794985251,0.858038348,0.053097345,0.108038348,0.163716814,0.213495575,0.274705015,0.333702065,0.37979351,0.428097345,0.483775811,0.544247788,0.603982301,0.666666667,0.727507375,0.784292035,0.849557522,0.0521,0.1163,0.1509,0.1798,0.208,0.275,0.3067,0.346,0.3591,0.4183,0.4514,0.4947,0.5739,0.6226,0.6663,0.031,0.0861,0.1184,0.1566,0.1992,0.2455,0.2697,0.3036,0.3714,0.4336,0.4785,0.53,0.5831,0.6485,0.6975
1,TM000136,0,2,1.75,390,0.44,9825.500792,7954.314934,8889.907863,0.403761062,0.87979351,350,0.343657817,0.757743363,0.37370944,0.87979351,0.042035398,0.088126844,0.133112094,0.154498525,0.193215339,0.217551622,0.248525074,0.264749263,0.289085546,0.307153392,0.334070796,0.350294985,0.367625369,0.378687316,0.403761062,0.003687316,0.031710914,0.053097345,0.075221239,0.111725664,0.136061947,0.169616519,0.195058997,0.207964602,0.222713864,0.254424779,0.280973451,0.305678466,0.327064897,0.343657817,0.060103245,0.121681416,0.181784661,0.237094395,0.29719764,0.35840708,0.42219764,0.477507375,0.537241888,0.595870206,0.655973451,0.71460177,0.762905605,0.810103245,0.87979351,0.035029499,0.067477876,0.106563422,0.158554572,0.209070796,0.257374631,0.310840708,0.365781711,0.414823009,0.474188791,0.533554572,0.591076696,0.653023599,0.717182891,0.757743363,0.1314,0.2286,0.3199,0.3602,0.4462,0.4805,0.5207,0.5261,0.5671,0.5761,0.6121,0.6459,0.667,0.6957,0.7423,0.0076,0.0755,0.0987,0.1343,0.1937,0.2411,0.3131,0.3506,0.3751,0.4217,0.475,0.5028,0.5307,0.5824,0.6119
2,TM000149,1,1,1.3333,370,0.38,9356.73124,7497.153462,8426.942351,0.361529974,0.826038985,430,0.359513274,0.823377581,0.360521624,0.826038985,0.03236484,0.083486576,0.132769401,0.177638838,0.196027951,0.212578154,0.23464509,0.271055535,0.280617874,0.289812431,0.309304892,0.324383965,0.332842957,0.344244207,0.361529974,0.022861357,0.066740413,0.115044248,0.145280236,0.182153392,0.205383481,0.234144543,0.251474926,0.28060472,0.29719764,0.305678466,0.311946903,0.330014749,0.344026549,0.359513274,0.055535123,0.116219198,0.175799926,0.233173961,0.275836705,0.324383965,0.384332475,0.44170651,0.503493932,0.551305627,0.60684075,0.654652446,0.70393527,0.765722692,0.826038985,0.051622419,0.109513274,0.165929204,0.227876106,0.283185841,0.326696165,0.380530973,0.436578171,0.494469027,0.550516224,0.608775811,0.644542773,0.694690265,0.756268437,0.823377581,0.0839,0.1647,0.278,0.3637,0.4139,0.4493,0.4893,0.5271,0.5361,0.5391,0.5654,0.5866,0.6006,0.6216,0.6488,0.0509,0.1277,0.2188,0.2717,0.3456,0.3888,0.443,0.4625,0.5197,0.5597,0.579,0.5949,0.6335,0.6664,0.7038
2,TM000143,1,1,1.25,410,0.42,8741.647978,8169.236724,8455.442351,0.342551622,0.833702065,400,0.377581121,0.883480826,0.360066372,0.833702065,0.022123894,0.048672566,0.07300885,0.10840708,0.12979351,0.150811209,0.174041298,0.183628319,0.196902655,0.221238938,0.249631268,0.264749263,0.290560472,0.31120944,0.342551622,0.019174041,0.041666667,0.080383481,0.11320059,0.143067847,0.175147493,0.207227139,0.242625369,0.264011799,0.283185841,0.289085546,0.309365782,0.326327434,0.342920354,0.377581121,0.056784661,0.115412979,0.169616519,0.227138643,0.28539823,0.338495575,0.398967552,0.455014749,0.512168142,0.568215339,0.62020649,0.661873156,0.711651917,0.765486726,0.833702065,0.056047198,0.111356932,0.170353982,0.225663717,0.283923304,0.340339233,0.401179941,0.463495575,0.523230088,0.571165192,0.627949853,0.684734513,0.750368732,0.815634218,0.883480826,0.0607,0.1095,0.1547,0.2374,0.2753,0.3184,0.3734,0.3898,0.4143,0.4508,0.5038,0.5246,0.5614,0.6023,0.6834,0.0397,0.074,0.1567,0.23,0.2867,0.3397,0.4003,0.4693,0.5049,0.5226,0.5259,0.5613,0.5974,0.6079,0.6588
1,TM000107,0,2,2.0833,340,0.58,8076.741341,8337.268253,8207.004797,0.346961326,0.790423573,260,0.347713864,0.793510324,0.347337595,0.790423573,0.036095764,0.074769797,0.099815838,0.122651934,0.157642726,0.1893186,0.216574586,0.232780847,0.267034991,0.294290976,0.308655617,0.320441989,0.326335175,0.328913444,0.346961326,0.019542773,0.058259587,0.088495575,0.121312684,0.152654867,0.163348083,0.183628319,0.209439528,0.240781711,0.275811209,0.297935103,0.307890855,0.32780236,0.344764012,0.347713864,0.050828729,0.088766114,0.127071823,0.182320442,0.239779006,0.299447514,0.345119705,0.384898711,0.446777164,0.507918969,0.560957643,0.603683241,0.664825046,0.724493554,0.790423573,0.050147493,0.105825959,0.158185841,0.211651917,0.267330383,0.301622419,0.355825959,0.417772861,0.477876106,0.538716814,0.595132743,0.643067847,0.697271386,0.751106195,0.793510324,0.0603,0.1247,0.1924,0.239,0.3042,0.3491,0.3914,0.4121,0.5008,0.5678,0.5958,0.6232,0.6391,0.6396,0.6712,0.0484,0.1505,0.2142,0.2879,0.3418,0.3427,0.3973,0.4708,0.517,0.5735,0.6101,0.6156,0.6375,0.6562,0.6626
1,TM000124,1,1,1.8333,360,0.46,9196.701802,10396.40743,9796.554616,0.357169185,0.862513822,410,0.369100295,0.873156342,0.36313474,0.862513822,0.029119056,0.063767048,0.096940656,0.121636565,0.145963878,0.164762256,0.185772208,0.206413564,0.223368964,0.255436786,0.272392186,0.290821968,0.304091412,0.335053446,0.357169185,0.03060472,0.07300885,0.108038348,0.119100295,0.147861357,0.183259587,0.200958702,0.218289086,0.236725664,0.248525074,0.271386431,0.288348083,0.322271386,0.338126844,0.369100295,0.053814965,0.110947291,0.165868043,0.224474751,0.276078142,0.338370807,0.401032068,0.458901585,0.516033911,0.572797641,0.62882418,0.683744932,0.743088832,0.803907114,0.862513822,0.056784661,0.116150442,0.176253687,0.22160767,0.265855457,0.328539823,0.387536873,0.450589971,0.514011799,0.576696165,0.635693215,0.685840708,0.748525074,0.809734513,0.873156342,0.0646,0.1288,0.1835,0.2182,0.2714,0.3146,0.3337,0.3653,0.3956,0.4562,0.4973,0.5274,0.5566,0.5802,0.6133,0.071,0.1531,0.2087,0.2275,0.2983,0.3851,0.415,0.4269,0.4363,0.4522,0.4934,0.5319,0.6247,0.6567,0.7189
1,TM000145,1,1,2,420,0.49,8599.547473,11658.85822,10129.20285,0.44902466,0.83437615,270,0.377581121,0.909292035,0.413302891,0.83437615,0.031284505,0.065145381,0.099742363,0.13617961,0.173721016,0.200956938,0.237026132,0.265366213,0.273463379,0.291866029,0.313213103,0.341921237,0.361796099,0.406698565,0.44902466,0.041666667,0.071165192,0.086283186,0.107669617,0.125,0.156342183,0.175516224,0.20280236,0.226769912,0.251843658,0.28060472,0.309365782,0.32780236,0.349926254,0.377581121,0.059992639,0.112992271,0.166359956,0.228928966,0.290393817,0.323150534,0.365476629,0.415531837,0.472211999,0.527419948,0.581891792,0.641516378,0.705925653,0.768494663,0.83437615,0.062315634,0.122787611,0.182522124,0.2429941,0.298672566,0.355088496,0.419985251,0.485619469,0.54719764,0.610619469,0.671091445,0.726032448,0.779867257,0.846238938,0.909292035,0.0794,0.1367,0.1805,0.2497,0.3279,0.3642,0.3743,0.4085,0.4122,0.4483,0.4781,0.5232,0.5557,0.6473,0.7372,0.1189,0.1593,0.1791,0.2176,0.2529,0.2983,0.3182,0.3309,0.3562,0.3876,0.4223,0.4406,0.4825,0.5396,0.5916
1,TM000129,0,2,2.0833,370,0.48,7497.444876,8994.998267,8246.221572,0.32780236,0.750737463,400,0.338739403,0.830446001,0.333270882,0.750737463,0.026548673,0.060840708,0.100294985,0.146017699,0.160766962,0.187315634,0.210176991,0.223820059,0.25479351,0.268067847,0.268067847,0.278761062,0.290560472,0.319690265,0.32780236,0.033173609,0.063767048,0.107998526,0.140066347,0.159970512,0.176925912,0.20678216,0.229266495,0.244747512,0.266494655,0.276446738,0.28897899,0.30593439,0.316623664,0.338739403,0.05899705,0.116519174,0.175147493,0.23340708,0.274705015,0.327433628,0.370943953,0.406710914,0.448746313,0.489675516,0.52359882,0.571902655,0.621312684,0.685471976,0.750737463,0.055289348,0.10762993,0.162919278,0.218577221,0.275709547,0.330630299,0.385182455,0.443051972,0.500184298,0.549207519,0.607445632,0.650939919,0.706229266,0.765941762,0.830446001,0.0443,0.1241,0.1967,0.2748,0.2965,0.3373,0.3997,0.4194,0.4876,0.5185,0.5185,0.5312,0.5635,0.6161,0.6269,0.0837,0.1468,0.2434,0.3225,0.3473,0.3609,0.428,0.4643,0.4912,0.5225,0.5346,0.5605,0.6212,0.6337,0.6747
2,TM000160,0,2,1.4167,370,0.48,8828.73629,7362.202236,8095.469263,0.35840708,0.762536873,320,0.319321534,0.733038348,0.338864307,0.762536873,0,0,0.031710914,0.08259587,0.118362832,0.130530973,0.169985251,0.201327434,0.217920354,0.240412979,0.256268437,0.286873156,0.322271386,0.33480826,0.35840708,0.016961652,0.056415929,0.077433628,0.098820059,0.117256637,0.147492625,0.171091445,0.209439528,0.22160767,0.244100295,0.274705015,0.287610619,0.296828909,0.307890855,0.319321534,0.005899705,0.005899705,0.060840708,0.120575221,0.176253687,0.22640118,0.286504425,0.346238938,0.404129794,0.467182891,0.526548673,0.58480826,0.640855457,0.697271386,0.762536873,0.044616519,0.102876106,0.155235988,0.207227139,0.242625369,0.292772861,0.345870206,0.398230088,0.45759587,0.511430678,0.566371681,0.606563422,0.644911504,0.684734513,0.733038348,0,0,0.0776,0.1921,0.2528,0.2723,0.3425,0.3894,0.4184,0.4721,0.5128,0.579,0.6337,0.6465,0.6729,0.054,0.1365,0.1806,0.2194,0.248,0.3104,0.3505,0.422,0.4436,0.4958,0.5667,0.5804,0.5928,0.6082,0.6286
1,TM000142,0,2,1.4167,330,0.54,8735.97388,6561.190042,7648.581961,0.385040531,0.774871039,360,0.405455216,0.665683745,0.395247874,0.774871039,0.035003685,0.077008106,0.102063375,0.119749447,0.15917465,0.196389094,0.229918939,0.248710391,0.277818718,0.29624171,0.315401621,0.329034635,0.349668386,0.368828298,0.385040531,0.030224843,0.083302617,0.117582013,0.148544047,0.188720973,0.227423516,0.268706229,0.307040177,0.333210468,0.347585698,0.354589016,0.366752672,0.376336159,0.388499816,0.405455216,0.057479735,0.107221813,0.138909359,0.177966102,0.231761238,0.289240973,0.345983788,0.393146647,0.45357406,0.513633014,0.56853353,0.621591746,0.68091378,0.730655859,0.774871039,0.051603391,0.105786952,0.145595282,0.179874677,0.212311095,0.249907851,0.290453373,0.344268338,0.401032068,0.444526355,0.471802433,0.524511611,0.573166237,0.616291928,0.665683745,0.0965,0.1834,0.2142,0.2484,0.328,0.4007,0.4766,0.505,0.5443,0.5539,0.5694,0.5813,0.6224,0.6367,0.6694,0.0783,0.2059,0.2674,0.3034,0.327,0.3607,0.4115,0.4341,0.4821,0.5145,0.5313,0.5532,0.5712,0.5974,0.6306
2,TM000166,0,2,1.5,320,0.5,9394.306925,8409.108873,8901.707899,0.369701438,0.896424622,320,0.324913892,0.866054344,0.347307665,0.896424622,0.035753778,0.080722447,0.125322521,0.166236638,0.20420199,0.24917066,0.252488021,0.271654994,0.281975673,0.304460007,0.32878732,0.340950977,0.352377442,0.359012164,0.369701438,0.029468044,0.070034443,0.109452736,0.114810563,0.123612706,0.151167241,0.188672024,0.200153081,0.211251435,0.227324914,0.25717566,0.278606965,0.298124761,0.304247991,0.324913892,0.058606708,0.117950608,0.179874677,0.244010321,0.30593439,0.368964246,0.433468485,0.490969407,0.537781054,0.595281976,0.655731662,0.717287136,0.782159971,0.828971618,0.896424622,0.059318791,0.120168389,0.179869881,0.223115193,0.27133563,0.336394948,0.401071565,0.451970915,0.5101416,0.565633372,0.629544585,0.690776885,0.737466514,0.799846919,0.866054344,0.0752,0.1396,0.2292,0.3182,0.4183,0.5295,0.5306,0.5533,0.5708,0.594,0.6185,0.6314,0.6496,0.6644,0.6859,0.0677,0.1573,0.2383,0.2423,0.2656,0.3201,0.3729,0.3879,0.4116,0.4361,0.4879,0.521,0.5588,0.5667,0.6085
1,TM000127,0,2,1.3333,380,0.37,9517.287589,9119.9373,9318.612445,0.322640118,0.844764012,430,0.325718497,0.86440678,0.324179308,0.844764012,0.028023599,0.056415929,0.090339233,0.122418879,0.147861357,0.171460177,0.184365782,0.217182891,0.251106195,0.281710914,0.293141593,0.306047198,0.314528024,0.317846608,0.322640118,0.039425203,0.074060427,0.106116433,0.154016212,0.186809138,0.211864407,0.233235077,0.241709654,0.245762712,0.266396463,0.271554901,0.275607959,0.291820192,0.298452469,0.325718497,0.05899705,0.112463127,0.171828909,0.230457227,0.289085546,0.344764012,0.403023599,0.464970501,0.525811209,0.588126844,0.619837758,0.678466077,0.728613569,0.775073746,0.844764012,0.063375092,0.128592483,0.186809138,0.246868091,0.307663965,0.369933677,0.430361091,0.488209285,0.536845984,0.581429624,0.612011791,0.676123803,0.735445836,0.798084009,0.86440678,0.0521,0.113,0.1832,0.2533,0.296,0.3419,0.3592,0.4263,0.4955,0.5525,0.5808,0.6014,0.6188,0.6266,0.6311,0.0905,0.175,0.2371,0.3295,0.3738,0.4243,0.4693,0.4827,0.4915,0.5279,0.5375,0.545,0.5856,0.5968,0.648
2,TM000139,0,2,1.6667,330,0.93,7630.90072,7339.314934,7485.107827,0.39918909,0.840766679,300,0.349557522,0.746681416,0.374373306,0.840766679,0.027276078,0.0762993,0.113896056,0.148912643,0.178768891,0.198673056,0.227423516,0.246221895,0.261334316,0.27202359,0.293770734,0.311094729,0.333579064,0.36269812,0.39918909,0.005899705,0.044985251,0.066371681,0.098820059,0.109513274,0.133112094,0.162241888,0.173672566,0.212389381,0.237463127,0.252949853,0.272123894,0.302359882,0.326327434,0.349557522,0.057869517,0.112421673,0.168079617,0.224106156,0.282712864,0.345005529,0.399557685,0.452635459,0.49834132,0.54662735,0.601916697,0.660523406,0.71949871,0.77884261,0.840766679,0.04019174,0.094764012,0.135324484,0.178466077,0.23820059,0.298303835,0.33960177,0.374631268,0.424778761,0.482669617,0.527286136,0.566740413,0.623893805,0.680309735,0.746681416,0.0411,0.1199,0.1663,0.2351,0.2874,0.337,0.3839,0.4053,0.422,0.4397,0.4712,0.4971,0.548,0.6046,0.6793,0.0073,0.0777,0.1078,0.1546,0.1617,0.1912,0.2391,0.2504,0.3227,0.3645,0.3944,0.4074,0.4833,0.5501,0.595
1,TM000110,0,2,2.25,410,0.47,7436.523087,7309.647978,7373.085533,0.399263352,0.791160221,480,0.369469027,0.795353982,0.38436619,0.791160221,0.032412523,0.062983425,0.080294659,0.099815838,0.128176796,0.162430939,0.185635359,0.204051565,0.239779006,0.268139963,0.292081031,0.316758748,0.335911602,0.369797422,0.399263352,0.029129794,0.062315634,0.106932153,0.142330383,0.160766962,0.180678466,0.201327434,0.219026549,0.232300885,0.257743363,0.285766962,0.312315634,0.336283186,0.353244838,0.369469027,0.057090239,0.110128913,0.156537753,0.204788214,0.25893186,0.311970534,0.362430939,0.425414365,0.483241252,0.535911602,0.588581952,0.633149171,0.677348066,0.739226519,0.791160221,0.057153392,0.100294985,0.155973451,0.215707965,0.272492625,0.316740413,0.375368732,0.425147493,0.475294985,0.524336283,0.582227139,0.639749263,0.689896755,0.744100295,0.795353982,0.0547,0.1244,0.1569,0.1813,0.2232,0.2649,0.3042,0.3331,0.4042,0.458,0.4764,0.5028,0.5459,0.6164,0.6609,0.057,0.0865,0.1632,0.2192,0.2454,0.2704,0.3204,0.3535,0.3722,0.4176,0.4784,0.5206,0.555,0.5821,0.6052
2,TM000105,1,1,2,270,0.54,8682.991124,8127.452019,8405.221572,0.343899742,0.834500553,370,0.371681416,0.803466077,0.357790579,0.834500553,0.022115739,0.062292665,0.083302617,0.104312569,0.149281238,0.178400295,0.200147438,0.217471434,0.225949134,0.251750829,0.25764836,0.27202359,0.288610394,0.309251751,0.343899742,0.017330383,0.047566372,0.078171091,0.105825959,0.117625369,0.146386431,0.169616519,0.205752212,0.21460177,0.228244838,0.258112094,0.292772861,0.333333333,0.351769912,0.371681416,0.053077774,0.110947291,0.165499447,0.211942499,0.269443421,0.329893107,0.387025433,0.429045337,0.469590859,0.528197567,0.590858828,0.654625875,0.71360118,0.769259123,0.834500553,0.056415929,0.113938053,0.171091445,0.220132743,0.26179941,0.322271386,0.383849558,0.449483776,0.506268437,0.559734513,0.619837758,0.67920354,0.729719764,0.765855457,0.803466077,0.0399,0.1169,0.1467,0.1813,0.274,0.3498,0.4032,0.4244,0.4364,0.4876,0.4917,0.5121,0.5361,0.5778,0.6262,0.0258,0.0654,0.1132,0.156,0.1827,0.2188,0.2523,0.3311,0.3539,0.3982,0.4429,0.4998,0.556,0.5785,0.6281
1,TM000159,1,1,1.5,210,0.41,9348.868325,9676.240908,9512.554617,0.485619469,0.737463127,400,0.453308824,0.842279412,0.469464147,0.737463127,0.036135693,0.066371681,0.080383481,0.105088496,0.128318584,0.153023599,0.189159292,0.222713864,0.264749263,0.295353982,0.33960177,0.373156342,0.396386431,0.43620944,0.485619469,0.024632353,0.047058824,0.077941176,0.113970588,0.142279412,0.176470588,0.194485294,0.226102941,0.245588235,0.2625,0.291911765,0.334926471,0.378676471,0.414705882,0.453308824,0.062684366,0.102507375,0.145280236,0.179941003,0.193215339,0.208333333,0.254056047,0.314159292,0.37020649,0.432522124,0.495575221,0.555678466,0.616887906,0.672935103,0.737463127,0.05625,0.111029412,0.166176471,0.213235294,0.25625,0.309558824,0.370955882,0.429779412,0.485294118,0.53125,0.595955882,0.661029412,0.722426471,0.777573529,0.842279412,0.0961,0.1779,0.2046,0.2707,0.2709,0.2725,0.2923,0.3263,0.3529,0.3753,0.426,0.4561,0.4803,0.5079,0.5788,0.0391,0.0755,0.1103,0.1363,0.1444,0.159,0.1881,0.2098,0.2456,0.2602,0.317,0.4335,0.5505,0.6189,0.672
1,TM000152,1,1,2.75,310,0.6,8730.008368,8891.53528,8810.771824,0.322521194,0.854404718,350,0.263817244,0.850405306,0.293169219,0.854404718,0.021009952,0.063398452,0.098415039,0.120899373,0.136748986,0.147806856,0.155178769,0.168816808,0.198673056,0.227054921,0.24069296,0.249907851,0.269074825,0.292664947,0.322521194,0.028739867,0.057111275,0.095062638,0.116433309,0.13706706,0.154753132,0.165806927,0.190125276,0.203021371,0.212232867,0.219233604,0.231761238,0.232866618,0.243551953,0.263817244,0.058238113,0.119793586,0.173239956,0.230372282,0.287873203,0.340213785,0.389974198,0.448580907,0.500184298,0.561739771,0.624401032,0.680427571,0.740508662,0.800958349,0.854404718,0.055637436,0.107958732,0.164333088,0.222181282,0.274134119,0.331613854,0.390198968,0.450257922,0.502210759,0.558953574,0.616433309,0.672439204,0.723655122,0.787030214,0.850405306,0.0735,0.1823,0.2381,0.2844,0.314,0.3294,0.3447,0.3738,0.4306,0.4982,0.5238,0.5336,0.5669,0.613,0.6751,0.0595,0.128,0.2146,0.2637,0.2886,0.3187,0.343,0.4046,0.4343,0.4555,0.4595,0.4887,0.4893,0.5188,0.5696
2,TM000148,1,1,1.1667,240,0.56,5876.124025,7897.444876,6886.784451,0.303834808,0.574483776,410,0.340213785,0.799852562,0.322024297,0.574483776,0.019911504,0.054572271,0.085176991,0.114675516,0.151179941,0.180309735,0.227507375,0.253687316,0.272123894,0.286504425,0.295722714,0.299041298,0.300884956,0.303834808,0.303834808,0.0254331,0.0423885,0.075562108,0.1102101,0.120899373,0.146701069,0.178031699,0.207519351,0.230372282,0.233321047,0.257279764,0.266494655,0.275340951,0.303722816,0.340213785,0.05420354,0.114675516,0.171828909,0.227876106,0.283923304,0.321165192,0.361356932,0.412610619,0.45280236,0.492256637,0.513643068,0.526548673,0.544616519,0.554941003,0.574483776,0.053446369,0.096940656,0.157390343,0.214522669,0.276078142,0.326575746,0.381127903,0.439734611,0.497972724,0.549207519,0.602653889,0.640987836,0.683744932,0.743826023,0.799852562,0.0281,0.0997,0.1555,0.2262,0.3013,0.3485,0.4135,0.4469,0.4808,0.5236,0.533,0.5409,0.5418,0.5493,0.5493,0.0484,0.0723,0.147,0.2194,0.2433,0.3002,0.3675,0.4187,0.4639,0.4702,0.5151,0.5194,0.5376,0.599,0.6847
1,TM000102,0,2,1.3333,450,0.51,7283.013419,8847.427632,8065.220526,0.345501475,0.776179941,300,0.324115044,0.81120944,0.33480826,0.776179941,0.014749263,0.054572271,0.097345133,0.119837758,0.148967552,0.16039823,0.17219764,0.187315634,0.20980826,0.226769912,0.238938053,0.243731563,0.250737463,0.293879056,0.324115044,0.021755162,0.05420354,0.087389381,0.125,0.150442478,0.175516224,0.180678466,0.206120944,0.225294985,0.253687316,0.281710914,0.307890855,0.321165192,0.326327434,0.345501475,0.042035398,0.092920354,0.152286136,0.210914454,0.258480826,0.299041298,0.353982301,0.41740413,0.475663717,0.530973451,0.58480826,0.632743363,0.687315634,0.747787611,0.81120944,0.057890855,0.10840708,0.169247788,0.230825959,0.279498525,0.334439528,0.387168142,0.443952802,0.504056047,0.562684366,0.617256637,0.671091445,0.707964602,0.73340708,0.776179941,0.0351,0.1071,0.1517,0.1949,0.2354,0.2514,0.2741,0.2776,0.2835,0.2885,0.3008,0.3021,0.3221,0.4221,0.4917,0.0543,0.1167,0.18,0.2477,0.289,0.3568,0.3625,0.4118,0.4338,0.4745,0.5197,0.5759,0.5947,0.6051,0.6599
2,TM000125,1,1,3.25,220,0.52,4959.661038,8317.126117,6638.393578,0.222713864,0.544616519,320,0.35687453,0.824943651,0.289794197,0.544616519,0.029867257,0.056047198,0.091814159,0.109513274,0.122787611,0.141961652,0.142330383,0.144174041,0.153761062,0.160766962,0.164823009,0.171460177,0.198377581,0.219026549,0.222713864,0.016904583,0.049962434,0.082644628,0.106311044,0.144252442,0.158527423,0.167167543,0.193463561,0.236664162,0.268970699,0.276108189,0.282870023,0.289631856,0.308414726,0.35687453,0.054572271,0.110250737,0.154867257,0.183628319,0.220132743,0.25479351,0.274705015,0.289085546,0.308628319,0.326696165,0.354351032,0.393067847,0.436946903,0.484513274,0.544616519,0.046957175,0.103305785,0.15890308,0.220135237,0.281367393,0.339218633,0.393688956,0.450788881,0.511269722,0.56649136,0.608189331,0.645755071,0.698722765,0.761833208,0.824943651,0.09,0.136,0.1927,0.207,0.2227,0.257,0.257,0.2578,0.2865,0.3065,0.3137,0.3235,0.3872,0.438,0.4421,0.0265,0.0836,0.1332,0.1712,0.2329,0.2696,0.2879,0.3259,0.3812,0.4258,0.4306,0.4424,0.4632,0.499,0.5717
2,TM000126,0,2,2.0833,320,0.56,8730.464212,8075.226622,8402.845417,0.319321534,0.827433628,280,0.26179941,0.775442478,0.290560472,0.827433628,0.022861357,0.049778761,0.089233038,0.130899705,0.157079646,0.18399705,0.20759587,0.23820059,0.256268437,0.275073746,0.295722714,0.302728614,0.30420354,0.311578171,0.319321534,0.016961652,0.04719764,0.07079646,0.09660767,0.130530973,0.160766962,0.172935103,0.198746313,0.206489676,0.208702065,0.214233038,0.227876106,0.238938053,0.255162242,0.26179941,0.056047198,0.099557522,0.158923304,0.217920354,0.271755162,0.330752212,0.391961652,0.453908555,0.514011799,0.563421829,0.615781711,0.663348083,0.713495575,0.767330383,0.827433628,0.043141593,0.098451327,0.148230088,0.200589971,0.25,0.307890855,0.367256637,0.427359882,0.474926254,0.508480826,0.551622419,0.610988201,0.665929204,0.716814159,0.775442478,0.0454,0.0928,0.1834,0.2399,0.2658,0.3138,0.3511,0.4085,0.4402,0.474,0.5143,0.5212,0.5216,0.5408,0.559,0.0252,0.0828,0.1182,0.1616,0.2318,0.2773,0.2929,0.332,0.3429,0.3439,0.354,0.3848,0.3976,0.4265,0.4307